Mixin,Field name,ORIG Field name,Data type,Precision,Multiple,Description,Internal field name,ORIG Internal field name,defaultValue,defaultLanguage,indexInId,indexInParents,queryNames,isInstanciable,isStorage,isDefinition,Has Mixins,Inherits,fieldAndMixins,isHistorizable,isContributable,documentation,maxScan,storageModel,importDefaultOnly,importAutolinkedOnly,useIdForParent,evalAsJs,dontEncodeIdInUri,jsFunctionToEval,isInRefMixin,useIdForRefMixin,useParentForRefMixin,specificToCountryLanguage,queryLimit,aliasedStorageNames,readonly,queryBeforeCreate,fulltext
geocoie:Country_0,geoco:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.v,,String,,,,geocoie:name-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.0.v,,String,,,,geocoie:name-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.1.v,,String,,,,geocoie:name-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.2.v,,String,,,,geocoie:name-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.3.v,,String,,,,geocoie:name-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.4.v,,String,,,,geocoie:name-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.5,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.5.l,,String,,,,,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.5.v,,String,,,,geocoie:name-de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.6,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.6.l,,String,,,,,,ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.6.v,,String,,,,geocoie:name-ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.7,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.7.l,,String,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:name.7.v,,String,,,,geocoie:name-ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoie:Country_0,geoco:statisticalInstitute,,String,,,,geocoie:statisticalInstitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:idIso,,String,,,NOT defaultValue FR else multiple per row,geocopt:idIso,,,,0,,,,false,,geoco:Country_0,,,,,,,,,,,,,,true,,,PT,,geo:idIso,,,
geocopt:País_0,geoco:name,,i18n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"geo:name,odisp:name",,,true
geocopt:País_0,geoco:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.v,,String,,,,geocopt:name-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.0.v,,String,,,,geocopt:name-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.1.v,,String,,,,geocopt:name-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.2.v,,String,,,,geocopt:name-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.3.v,,String,,,,geocopt:name-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.4.v,,String,,,,geocopt:name-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.5,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.5.l,,String,,,,,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.5.v,,String,,,,geocopt:name-de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.6,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.6.l,,String,,,,,,ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.6.v,,String,,,,geocopt:name-ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.7,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.7.l,,String,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:name.7.v,,String,,,,geocopt:name-ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocopt:País_0,geoco:statisticalInstitute,,String,,,,geocopt:statisticalInstitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:idIso,,String,,,NOT defaultValue FR else multiple per row,geococh:idIso,,,,0,,,,false,,geoco:Country_0,,,,,,,,,,,,,,true,,,CH,,geo:idIso,,,
geococh:Land_0,geoco:name,,i18n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"geo:name,odisp:name",,,true
geococh:Land_0,geoco:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.v,,String,,,,geococh:name-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.0.v,,String,,,,geococh:name-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.1.v,,String,,,,geococh:name-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.2.v,,String,,,,geococh:name-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.3.v,,String,,,,geococh:name-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.4.v,,String,,,,geococh:name-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.5,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.5.l,,String,,,,,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.5.v,,String,,,,geococh:name-de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.6,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.6.l,,String,,,,,,ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.6.v,,String,,,,geococh:name-ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.7,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.7.l,,String,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:name.7.v,,String,,,,geococh:name-ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geococh:Land_0,geoco:statisticalInstitute,,String,,,,geococh:statisticalInstitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:idIso,,String,,,NOT defaultValue FR else multiple per row,geocoat:idIso,,,de,0,,,,false,,geoco:Country_0,,,,,,,,,,,,,,true,,,AT,,geo:idIso,,,
geocoat:Land_0,geoco:name,,i18n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"geo:name,odisp:name",,,true
geocoat:Land_0,geoco:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.v,,String,,,,geocoat:name-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.0.v,,String,,,,geocoat:name-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.1.v,,String,,,,geocoat:name-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.2.v,,String,,,,geocoat:name-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.3.v,,String,,,,geocoat:name-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.4.v,,String,,,,geocoat:name-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.5,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.5.l,,String,,,,,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.5.v,,String,,,,geocoat:name-de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.6,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.6.l,,String,,,,,,ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.6.v,,String,,,,geocoat:name-ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.7,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.7.l,,String,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:name.7.v,,String,,,,geocoat:name-ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoat:Land_0,geoco:statisticalInstitute,,String,,,,geocoat:statisticalInstitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:idIso,,String,,,NOT defaultValue FR else multiple per row,geocose:idIso,,,,0,,,,false,,geoco:Country_0,,,,,,,,,,,,,,true,,,SE,,geo:idIso,,,
geocose:Land_0,geoco:name,,i18n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"geo:name,odisp:name",,,true
geocose:Land_0,geoco:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.v,,String,,,,geocose:name-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.0.v,,String,,,,geocose:name-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.1.v,,String,,,,geocose:name-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.2.v,,String,,,,geocose:name-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.3.v,,String,,,,geocose:name-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.4.v,,String,,,,geocose:name-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.5,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.5.l,,String,,,,,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.5.v,,String,,,,geocose:name-de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.6,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.6.l,,String,,,,,,ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.6.v,,String,,,,geocose:name-ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.7,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.7.l,,String,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:name.7.v,,String,,,,geocose:name-ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocose:Land_0,geoco:statisticalInstitute,,String,,,,geocose:statisticalInstitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:idIso,,String,,,NOT defaultValue FR else multiple per row,geocobe:idIso,,,,0,,,,false,,geoco:Country_0,,,,,,,,,,,,,,true,,,BE,,geo:idIso,,,
geocobe:Pays_0,geoco:name,,i18n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"geo:name,odisp:name",,,true
geocobe:Pays_0,geoco:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.v,,String,,,,geocobe:name-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.0.v,,String,,,,geocobe:name-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.1.v,,String,,,,geocobe:name-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.2.v,,String,,,,geocobe:name-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.3.v,,String,,,,geocobe:name-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.4.v,,String,,,,geocobe:name-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.5,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.5.l,,String,,,,,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.5.v,,String,,,,geocobe:name-de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.6,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.6.l,,String,,,,,,ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.6.v,,String,,,,geocobe:name-ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.7,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.7.l,,String,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:name.7.v,,String,,,,geocobe:name-ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocobe:Pays_0,geoco:statisticalInstitute,,String,,,,geocobe:statisticalInstitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:idIso,,String,,,NOT defaultValue FR else multiple per row,geoconl:idIso,,,,0,,,,false,,geoco:Country_0,,,,,,,,,,,,,,true,,,NL,,geo:idIso,,,
geoconl:Land_0,geoco:name,,i18n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"geo:name,odisp:name",,,true
geoconl:Land_0,geoco:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.v,,String,,,,geoconl:name-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.0.v,,String,,,,geoconl:name-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.1.v,,String,,,,geoconl:name-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.2.v,,String,,,,geoconl:name-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.3.v,,String,,,,geoconl:name-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.4.v,,String,,,,geoconl:name-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.5,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.5.l,,String,,,,,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.5.v,,String,,,,geoconl:name-de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.6,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.6.l,,String,,,,,,ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.6.v,,String,,,,geoconl:name-ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.7,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.7.l,,String,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:name.7.v,,String,,,,geoconl:name-ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geoconl:Land_0,geoco:statisticalInstitute,,String,,,,geoconl:statisticalInstitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoad:País_0,geoco:idIso,,String,,,NOT defaultValue ES else multiple per row,geocoad:idIso,,,,0,,,,false,,geoco:Country_0,,,,,,,,,,,,,,true,,,AD,,geo:idIso,,,
geocoad:País_0,geoco:name,,i18n,,,not the es Internal field name else instanciated in fr,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,"geo:name,odisp:name",,,true
geocoad:País_0,geoco:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoad:País_0,geoco:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoad:País_0,geoco:name.v,,String,,,,geocoad:name-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoad:País_0,geoco:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoad:País_0,geoco:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoad:País_0,geoco:name.0.v,,String,,,,geocoad:name-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoad:País_0,geoco:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoad:País_0,geoco:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
